GAME_ID,GAME_DATE,PREDICTED,ACTUAL,ERROR,ABS_ERROR
22200587,2023-01-06,113.61338,128,-14.386619567871094,14.386619567871094
22200582,2023-01-06,105.05318,108,-2.9468231201171875,2.9468231201171875
22200590,2023-01-06,126.65178,130,-3.3482208251953125,3.3482208251953125
22200583,2023-01-06,116.95539,109,7.955390930175781,7.955390930175781
22200581,2023-01-06,122.84001,112,10.840011596679688,10.840011596679688
22200584,2023-01-06,114.09101,127,-12.908988952636719,12.908988952636719
22200585,2023-01-06,116.932304,121,-4.067695617675781,4.067695617675781
22200589,2023-01-06,112.96763,96,16.967628479003906,16.967628479003906
22200588,2023-01-06,117.88664,121,-3.1133575439453125,3.1133575439453125
22200586,2023-01-06,116.77268,102,14.772682189941406,14.772682189941406
22200580,2023-01-06,112.72981,108,4.7298126220703125,4.7298126220703125
22200591,2023-01-07,124.09303,116,8.093032836914062,8.093032836914062
22200592,2023-01-07,122.521545,126,-3.47845458984375,3.47845458984375
22200594,2023-01-07,112.346954,101,11.346954345703125,11.346954345703125
22200595,2023-01-07,116.89838,134,-17.10162353515625,17.10162353515625
22200593,2023-01-07,118.995316,127,-8.004684448242188,8.004684448242188
22200604,2023-01-08,129.33281,108,21.332809448242188,21.332809448242188
22200601,2023-01-08,114.504616,96,18.504615783691406,18.504615783691406
22200602,2023-01-08,109.06243,120,-10.937568664550781,10.937568664550781
22200598,2023-01-08,112.33161,116,-3.6683883666992188,3.6683883666992188
22200596,2023-01-08,121.15077,111,10.150772094726562,10.150772094726562
22200600,2023-01-08,115.62415,123,-7.375846862792969,7.375846862792969
22200597,2023-01-08,108.97081,117,-8.029190063476562,8.029190063476562
22200603,2023-01-08,105.354256,98,7.354255676269531,7.354255676269531
22200599,2023-01-08,110.927055,101,9.927055358886719,9.927055358886719
22200610,2023-01-09,118.000374,136,-17.99962615966797,17.99962615966797
22200609,2023-01-09,115.283676,122,-6.7163238525390625,6.7163238525390625
22200608,2023-01-09,108.87236,121,-12.127639770507812,12.127639770507812
22200606,2023-01-09,115.881966,107,8.881965637207031,8.881965637207031
22200605,2023-01-09,121.98849,112,9.988487243652344,9.988487243652344
22200607,2023-01-09,113.72314,107,6.723136901855469,6.723136901855469
22200617,2023-01-10,113.5005,113,0.5005035400390625,0.5005035400390625
22200616,2023-01-10,120.8376,106,14.837600708007812,14.837600708007812
22200612,2023-01-10,116.032684,147,-30.967315673828125,30.967315673828125
22200614,2023-01-10,123.38995,116,7.38995361328125,7.38995361328125
22200613,2023-01-10,106.34901,132,-25.65099334716797,25.65099334716797
22200611,2023-01-10,114.607704,112,2.6077041625976562,2.6077041625976562
22200615,2023-01-10,118.63264,113,5.632637023925781,5.632637023925781
