target,mae,rmse,bias
home_pts,9.88408512421243,12.356581760125914,0.4389786669178884
away_pts,9.810113673858053,12.311173331517564,-0.06939440554321655
total_pts,15.620569339495486,19.56152898031685,0.4222244936358096
spread,11.837621642563866,15.064946555249291,0.46501695008611527
